url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/0.png,20161008_134948_Original.jpg,"(55, 13)","(217.0, 60.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/0.png,20161008_134948_Original.jpg,"(3, 125)","(105.0, 168.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/0.png,20161008_134948_Original.jpg,"(52, 222)","(194.0, 267.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/0.png,20161008_134948_Original.jpg,"(18, 394)","(171.0, 428.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/1.png,20161008_134948_Original.jpg,"(7, 462)","(147.0, 469.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/1.png,20161008_134948_Original.jpg,"(3, 549)","(142.0, 564.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/1.png,20161008_134948_Original.jpg,"(3, 510)","(87.0, 522.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/1.png,20161008_134948_Original.jpg,"(107, 299)","(268.0, 327.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/2.png,20161008_134948_Original.jpg,"(2, 201)","(103.0, 225.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/2.png,20161008_134948_Original.jpg,"(128, 233)","(285.0, 287.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/2.png,20161008_134948_Original.jpg,"(129, 152)","(245.0, 167.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/2.png,20161008_134948_Original.jpg,"(102, 70)","(211.0, 105.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/3.png,20161008_134948_Original.jpg,"(167, 3)","(347.0, 36.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/3.png,20161008_134948_Original.jpg,"(160, 80)","(331.0, 112.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/3.png,20161008_134948_Original.jpg,"(188, 168)","(340.0, 206.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/3.png,20161008_134948_Original.jpg,"(224, 86)","(395.0, 120.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/4.png,20161008_134948_Original.jpg,"(246, 157)","(414.0, 200.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/4.png,20161008_134948_Original.jpg,"(254, 5)","(424.0, 62.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/4.png,20161008_134948_Original.jpg,"(375, 7)","(544.0, 51.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/4.png,20161008_134948_Original.jpg,"(325, 294)","(488.0, 332.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/5.png,20161008_134948_Original.jpg,"(383, 317)","(529.0, 341.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/5.png,20161008_134948_Original.jpg,"(466, 281)","(599.0, 294.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/5.png,20161008_134948_Original.jpg,"(488, 316)","(674.0, 366.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/5.png,20161008_134948_Original.jpg,"(385, 510)","(562.0, 530.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/6.png,20161008_134948_Original.jpg,"(517, 139)","(678.0, 186.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/6.png,20161008_134948_Original.jpg,"(555, 132)","(739.0, 190.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/6.png,20161008_134948_Original.jpg,"(571, 345)","(753.0, 383.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/6.png,20161008_134948_Original.jpg,"(713, 11)","(885.0, 68.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/7.png,20161008_134948_Original.jpg,"(853, 54)","(1033.0, 117.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/7.png,20161008_134948_Original.jpg,"(957, 230)","(1174.0, 288.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/7.png,20161008_134948_Original.jpg,"(1029, 219)","(1239.0, 295.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/7.png,20161008_134948_Original.jpg,"(780, 318)","(960.0, 352.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/8.png,20161008_134948_Original.jpg,"(746, 355)","(892.0, 379.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/8.png,20161008_134948_Original.jpg,"(677, 459)","(851.0, 504.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/8.png,20161008_134948_Original.jpg,"(628, 563)","(775.0, 581.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/8.png,20161008_134948_Original.jpg,"(734, 741)","(881.0, 730.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/9.png,20161008_134948_Original.jpg,"(810, 673)","(1003.0, 682.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/9.png,20161008_134948_Original.jpg,"(1035, 716)","(1204.0, 722.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/9.png,20161008_134948_Original.jpg,"(1157, 297)","(1330.0, 344.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/9.png,20161008_134948_Original.jpg,"(1262, 469)","(1412.0, 499.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/10.png,20161008_134948_Original.jpg,"(634, 2046)","(769.0, 1991.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/10.png,20161008_134948_Original.jpg,"(513, 1829)","(669.0, 1768.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/10.png,20161008_134948_Original.jpg,"(699, 1934)","(860.0, 1852.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/11.png,20161008_134948_Original.jpg,"(736, 1764)","(920.0, 1692.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/11.png,20161008_134952_Original.jpg,"(90, 7)","(228.0, 41.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/11.png,20161008_134952_Original.jpg,"(0, 144)","(105.0, 171.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/11.png,20161008_134952_Original.jpg,"(104, 177)","(266.0, 237.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/12.png,20161008_134952_Original.jpg,"(40, 335)","(199.0, 351.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/12.png,20161008_134952_Original.jpg,"(3, 322)","(112.0, 343.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/12.png,20161008_134952_Original.jpg,"(4, 422)","(160.0, 436.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/12.png,20161008_134952_Original.jpg,"(3, 448)","(140.0, 474.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/13.png,20161008_134952_Original.jpg,"(70, 705)","(198.0, 707.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/13.png,20161008_134952_Original.jpg,"(130, 714)","(267.0, 709.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/13.png,20161008_134952_Original.jpg,"(146, 872)","(292.0, 874.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/13.png,20161008_134952_Original.jpg,"(97, 977)","(258.0, 962.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/14.png,20161008_134952_Original.jpg,"(267, 156)","(417.0, 208.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/14.png,20161008_134952_Original.jpg,"(309, 228)","(460.0, 243.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_44/14.png,20161008_134952_Original.jpg,"(356, 110)","(512.0, 137.0)",Estimation
