url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/0.png,20161001_201917_Original.jpg,"(1176, 1400)","(1537.0, 1345.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/0.png,20161001_201917_Original.jpg,"(1159, 1185)","(1454.0, 1154.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/0.png,20161001_201917_Original.jpg,"(890, 529)","(1205.0, 565.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/1.png,20161001_201917_Original.jpg,"(764, 967)","(1050.0, 949.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/1.png,20161001_201917_Original.jpg,"(764, 1066)","(1025.0, 1042.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/1.png,20161001_201917_Original.jpg,"(532, 1215)","(745.0, 1191.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/1.png,20161001_201917_Original.jpg,"(457, 1323)","(687.0, 1279.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/2.png,20161001_201917_Original.jpg,"(317, 1236)","(510.0, 1210.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/2.png,20161001_201917_Original.jpg,"(328, 1153)","(510.0, 1163.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/2.png,20161001_201917_Original.jpg,"(406, 917)","(628.0, 923.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/2.png,20161001_201917_Original.jpg,"(382, 806)","(615.0, 816.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/3.png,20161001_201917_Original.jpg,"(340, 723)","(496.0, 719.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/3.png,20161001_201917_Original.jpg,"(296, 830)","(470.0, 812.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/3.png,20161001_201917_Original.jpg,"(191, 1561)","(344.0, 1505.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/3.png,20161001_201917_Original.jpg,"(131, 1561)","(311.0, 1525.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/4.png,20161001_201917_Original.jpg,"(118, 1545)","(230.0, 1515.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/4.png,20161001_201917_Original.jpg,"(108, 1445)","(239.0, 1423.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/4.png,20161001_201917_Original.jpg,"(108, 1300)","(239.0, 1292.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/4.png,20161001_201917_Original.jpg,"(120, 1265)","(243.0, 1240.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/5.png,20161001_201917_Original.jpg,"(135, 1184)","(261.0, 1185.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_22/5.png,20161001_201925_Original.jpg,"(207, 1526)","(382.0, 1494.0)",Valid
