url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/0.png,20161001_135504_Original.jpg,"(589, 1168)","(797.0, 1148.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/0.png,20161001_135504_Original.jpg,"(658, 1566)","(835.0, 1508.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/0.png,20161001_135504_Original.jpg,"(658, 893)","(786.0, 882.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/0.png,20161001_135504_Original.jpg,"(834, 938)","(1035.0, 943.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/1.png,20161001_135504_Original.jpg,"(732, 876)","(900.0, 874.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/1.png,20161001_135504_Original.jpg,"(545, 1950)","(750.0, 1850.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/1.png,20161001_135504_Original.jpg,"(1101, 1121)","(1313.0, 1089.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/1.png,20161001_135504_Original.jpg,"(988, 1667)","(1231.0, 1559.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/2.png,20161001_135504_Original.jpg,"(1051, 1765)","(1293.0, 1630.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/2.png,20161001_135504_Original.jpg,"(885, 2004)","(1114.0, 1871.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/2.png,20161001_135504_Original.jpg,"(723, 1979)","(926.0, 1860.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/2.png,20161001_135504_Original.jpg,"(31, 1381)","(112.0, 1403.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/3.png,20161001_135504_Original.jpg,"(54, 1305)","(146.0, 1271.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/3.png,20161001_135504_Original.jpg,"(52, 946)","(236.0, 947.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/3.png,20161001_135504_Original.jpg,"(110, 701)","(332.0, 685.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_10/3.png,20161001_135504_Original.jpg,"(12, 258)","(233.0, 297.0)",Valid
