url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/0.png,20161005_125352_Original.jpg,"(1403, 1169)","(1538.0, 1150.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/0.png,20161005_125352_Original.jpg,"(1136, 1182)","(1267.0, 1173.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/0.png,20161005_125352_Original.jpg,"(1049, 1238)","(1176.0, 1223.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/0.png,20161005_125352_Original.jpg,"(984, 1149)","(1088.0, 1145.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/1.png,20161005_125352_Original.jpg,"(986, 1213)","(1093.0, 1212.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/1.png,20161005_125352_Original.jpg,"(1065, 1128)","(1207.0, 1103.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/1.png,20161005_125352_Original.jpg,"(1156, 1122)","(1288.0, 1105.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/1.png,20161005_125352_Original.jpg,"(1184, 1012)","(1316.0, 999.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/2.png,20161005_125352_Original.jpg,"(1096, 973)","(1230.0, 985.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/2.png,20161005_125352_Original.jpg,"(980, 1077)","(1126.0, 1069.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/2.png,20161005_125352_Original.jpg,"(964, 962)","(1105.0, 970.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/2.png,20161005_125352_Original.jpg,"(990, 897)","(1112.0, 901.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/3.png,20161005_125352_Original.jpg,"(1067, 821)","(1181.0, 845.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/3.png,20161005_125352_Original.jpg,"(1153, 784)","(1296.0, 802.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_32/3.png,20161005_125352_Original.jpg,"(1193, 870)","(1329.0, 873.0)",Valid
