url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/0.png,20161008_141603_Original.jpg,"(128, 597)","(323.0, 615.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/0.png,20161008_141603_Original.jpg,"(2, 1535)","(164.0, 1508.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/0.png,20161008_141603_Original.jpg,"(45, 1676)","(198.0, 1620.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/0.png,20161008_141603_Original.jpg,"(104, 1641)","(271.0, 1568.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/1.png,20161008_141603_Original.jpg,"(0, 1089)","(171.0, 1077.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/1.png,20161008_141603_Original.jpg,"(1192, 911)","(1302.0, 927.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/1.png,20161008_141703_Original.jpg,"(277, 200)","(467.0, 300.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/1.png,20161008_141703_Original.jpg,"(255, 465)","(402.0, 510.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/2.png,20161008_141703_Original.jpg,"(449, 362)","(619.0, 431.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/2.png,20161008_141703_Original.jpg,"(489, 243)","(645.0, 315.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/2.png,20161008_141703_Original.jpg,"(547, 480)","(700.0, 539.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/2.png,20161008_141703_Original.jpg,"(816, 606)","(993.0, 662.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/3.png,20161008_141703_Original.jpg,"(583, 784)","(749.0, 817.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_45/3.png,20161008_141703_Original.jpg,"(617, 852)","(768.0, 887.0)",Valid
