url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/0.png,20161001_160433_Original.jpg,"(988, 1926)","(1394.0, 1917.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/0.png,20161001_160433_Original.jpg,"(980, 2033)","(1394.0, 2013.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/0.png,20161001_160433_Original.jpg,"(1038, 1807)","(1458.0, 1756.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/0.png,20161001_160433_Original.jpg,"(1167, 1660)","(1564.0, 1609.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/1.png,20161001_160433_Original.jpg,"(993, 1207)","(1275.0, 1212.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/1.png,20161001_160433_Original.jpg,"(941, 1314)","(1152.0, 1268.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/1.png,20161001_160433_Original.jpg,"(891, 1314)","(1073.0, 1291.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/1.png,20161001_160433_Original.jpg,"(881, 1277)","(1033.0, 1261.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/2.png,20161001_160433_Original.jpg,"(819, 1090)","(971.0, 1066.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/2.png,20161001_160433_Original.jpg,"(846, 1063)","(1057.0, 1082.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/2.png,20161001_160433_Original.jpg,"(958, 1058)","(1158.0, 1039.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/2.png,20161001_160433_Original.jpg,"(1023, 1058)","(1311.0, 1050.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/3.png,20161001_160433_Original.jpg,"(1010, 998)","(1327.0, 955.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/3.png,20161001_160433_Original.jpg,"(921, 851)","(1128.0, 858.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/3.png,20161001_160433_Original.jpg,"(941, 779)","(1132.0, 767.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/3.png,20161001_160433_Original.jpg,"(941, 714)","(1159.0, 710.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/4.png,20161001_160433_Original.jpg,"(998, 809)","(1353.0, 803.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/4.png,20161001_160433_Original.jpg,"(1005, 734)","(1255.0, 706.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/4.png,20161001_160433_Original.jpg,"(985, 839)","(1233.0, 828.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/4.png,20161001_160433_Original.jpg,"(1082, 647)","(1393.0, 649.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/5.png,20161001_160433_Original.jpg,"(993, 625)","(1266.0, 601.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/5.png,20161001_160433_Original.jpg,"(941, 557)","(1186.0, 542.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/5.png,20161001_160433_Original.jpg,"(878, 555)","(1061.0, 556.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/5.png,20161001_160433_Original.jpg,"(856, 632)","(1035.0, 620.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/6.png,20161001_160433_Original.jpg,"(774, 694)","(921.0, 695.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/6.png,20161001_160433_Original.jpg,"(769, 737)","(887.0, 731.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/6.png,20161001_160433_Original.jpg,"(811, 791)","(931.0, 795.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/6.png,20161001_160433_Original.jpg,"(811, 851)","(923.0, 843.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/7.png,20161001_160433_Original.jpg,"(814, 916)","(955.0, 919.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/7.png,20161001_160433_Original.jpg,"(804, 891)","(927.0, 896.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/7.png,20161001_160433_Original.jpg,"(804, 948)","(929.0, 952.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/7.png,20161001_160433_Original.jpg,"(779, 993)","(895.0, 982.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/8.png,20161001_160433_Original.jpg,"(799, 520)","(961.0, 533.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_15/8.png,20161001_160433_Original.jpg,"(799, 458)","(976.0, 449.0)",Valid
