url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/0.png,20161005_155639_Original.jpg,"(940, 1208)","(1172.0, 1199.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/0.png,20161005_155639_Original.jpg,"(697, 1559)","(929.0, 1523.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/0.png,20161005_155639_Original.jpg,"(724, 1484)","(938.0, 1440.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/0.png,20161005_155639_Original.jpg,"(655, 1439)","(878.0, 1402.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/1.png,20161005_155639_Original.jpg,"(394, 1490)","(553.0, 1465.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/1.png,20161005_155639_Original.jpg,"(400, 1541)","(536.0, 1515.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/1.png,20161005_155639_Original.jpg,"(697, 1063)","(906.0, 1050.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/1.png,20161005_155639_Original.jpg,"(376, 943)","(570.0, 934.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/2.png,20161005_155639_Original.jpg,"(240, 1033)","(406.0, 1025.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/2.png,20161005_155639_Original.jpg,"(418, 874)","(610.0, 898.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/2.png,20161005_155639_Original.jpg,"(397, 760)","(596.0, 766.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/2.png,20161005_155639_Original.jpg,"(418, 415)","(584.0, 432.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/3.png,20161005_155639_Original.jpg,"(553, 216)","(613.0, 274.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/3.png,20161005_155639_Original.jpg,"(418, 126)","(560.0, 190.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/3.png,20161005_155639_Original.jpg,"(119, 382)","(239.0, 412.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/3.png,20161005_155639_Original.jpg,"(249, 446)","(407.0, 468.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/4.png,20161005_155639_Original.jpg,"(283, 413)","(447.0, 427.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/4.png,20161005_155639_Original.jpg,"(278, 508)","(445.0, 528.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/4.png,20161005_155639_Original.jpg,"(222, 512)","(390.0, 526.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/4.png,20161005_155639_Original.jpg,"(104, 607)","(207.0, 613.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/5.png,20161005_155639_Original.jpg,"(107, 650)","(194.0, 661.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/5.png,20161005_155639_Original.jpg,"(113, 899)","(219.0, 899.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/5.png,20161005_155639_Original.jpg,"(109, 964)","(214.0, 954.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/5.png,20161005_155645_Original.jpg,"(104, 972)","(207.0, 973.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/6.png,20161005_155645_Original.jpg,"(107, 857)","(214.0, 861.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/6.png,20161005_155645_Original.jpg,"(104, 622)","(234.0, 634.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/6.png,20161005_155645_Original.jpg,"(170, 580)","(299.0, 581.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_37/6.png,20161005_155645_Original.jpg,"(124, 539)","(242.0, 555.0)",Valid
