url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/0.png,20161005_122625_Original.jpg,"(1302, 1538)","(1514.0, 1477.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/0.png,20161005_122625_Original.jpg,"(1403, 1651)","(1594.0, 1659.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/0.png,20161005_122625_Original.jpg,"(1290, 1744)","(1467.0, 1680.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/0.png,20161005_122625_Original.jpg,"(1051, 1242)","(1217.0, 1219.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/1.png,20161005_122625_Original.jpg,"(1114, 1060)","(1297.0, 1038.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/1.png,20161005_122625_Original.jpg,"(845, 657)","(1023.0, 708.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/1.png,20161005_122625_Original.jpg,"(770, 1362)","(950.0, 1358.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/1.png,20161005_122625_Original.jpg,"(708, 1141)","(871.0, 1147.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/2.png,20161005_122625_Original.jpg,"(630, 1212)","(786.0, 1196.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/2.png,20161005_122625_Original.jpg,"(534, 1215)","(744.0, 1202.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/2.png,20161005_122625_Original.jpg,"(579, 1290)","(717.0, 1283.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/2.png,20161005_122625_Original.jpg,"(543, 1368)","(687.0, 1350.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/3.png,20161005_122625_Original.jpg,"(346, 1209)","(475.0, 1199.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/3.png,20161005_122625_Original.jpg,"(278, 1194)","(357.0, 1183.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/3.png,20161005_122625_Original.jpg,"(170, 1171)","(260.0, 1170.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/3.png,20161005_122625_Original.jpg,"(99, 1182)","(168.0, 1193.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/4.png,20161005_122625_Original.jpg,"(502, 1144)","(655.0, 1152.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/4.png,20161005_122625_Original.jpg,"(502, 1114)","(655.0, 1096.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/4.png,20161005_122625_Original.jpg,"(558, 1036)","(705.0, 1027.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/4.png,20161005_122625_Original.jpg,"(555, 982)","(695.0, 971.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/5.png,20161005_122625_Original.jpg,"(520, 902)","(636.0, 912.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/5.png,20161005_122625_Original.jpg,"(418, 881)","(549.0, 884.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/5.png,20161005_122625_Original.jpg,"(385, 953)","(512.0, 944.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/5.png,20161005_122625_Original.jpg,"(385, 1000)","(520.0, 999.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/6.png,20161005_122625_Original.jpg,"(328, 323)","(446.0, 341.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/6.png,20161005_122625_Original.jpg,"(212, 805)","(320.0, 810.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/6.png,20161005_122625_Original.jpg,"(164, 817)","(266.0, 826.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/6.png,20161005_122625_Original.jpg,"(131, 848)","(216.0, 851.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/7.png,20161005_122625_Original.jpg,"(156, 867)","(260.0, 869.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/7.png,20161005_122625_Original.jpg,"(193, 863)","(299.0, 865.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/7.png,20161005_122625_Original.jpg,"(201, 898)","(295.0, 904.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/7.png,20161005_122625_Original.jpg,"(267, 1062)","(370.0, 1061.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/8.png,20161005_122625_Original.jpg,"(365, 1128)","(504.0, 1128.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/8.png,20161005_122625_Original.jpg,"(348, 1178)","(478.0, 1173.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/8.png,20161005_122625_Original.jpg,"(214, 1080)","(302.0, 1085.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/8.png,20161005_122625_Original.jpg,"(168, 1087)","(278.0, 1083.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/9.png,20161005_122625_Original.jpg,"(168, 1060)","(268.0, 1057.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/9.png,20161005_122625_Original.jpg,"(191, 1035)","(281.0, 1033.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/9.png,20161005_122625_Original.jpg,"(207, 1010)","(328.0, 1005.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/9.png,20161005_122625_Original.jpg,"(120, 1018)","(205.0, 1011.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/10.png,20161005_122625_Original.jpg,"(135, 1018)","(227.0, 1018.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/10.png,20161005_122625_Original.jpg,"(126, 1037)","(200.0, 1041.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/10.png,20161005_122625_Original.jpg,"(120, 1107)","(202.0, 1106.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/11.png,20161005_122625_Original.jpg,"(97, 1120)","(181.0, 1122.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/11.png,20161005_122625_Original.jpg,"(118, 1147)","(202.0, 1134.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/11.png,20161005_122625_Original.jpg,"(958, 1682)","(1129.0, 1643.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/11.png,20161005_122625_Original.jpg,"(958, 1609)","(1069.0, 1577.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/12.png,20161005_122625_Original.jpg,"(95, 1086)","(179.0, 1084.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/12.png,20161005_122625_Original.jpg,"(66, 1111)","(140.0, 1115.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/12.png,20161005_122625_Original.jpg,"(70, 1020)","(125.0, 1026.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/13.png,20161005_122625_Original.jpg,"(71, 854)","(144.0, 853.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_30/13.png,20161005_122625_Original.jpg,"(69, 1152)","(127.0, 1151.0)",Estimation
