url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/0.png,20161005_110936_Original.jpg,"(597, 1620)","(879.0, 1544.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/0.png,20161005_110936_Original.jpg,"(460, 1602)","(608.0, 1580.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/1.png,20161005_110936_Original.jpg,"(450, 1538)","(610.0, 1516.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/1.png,20161005_110936_Original.jpg,"(513, 1384)","(739.0, 1370.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/1.png,20161005_110936_Original.jpg,"(207, 1670)","(277.0, 1661.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/1.png,20161005_110958_Original.jpg,"(498, 1563)","(720.0, 1531.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/2.png,20161005_110958_Original.jpg,"(488, 1374)","(704.0, 1354.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/2.png,20161005_110958_Original.jpg,"(266, 1624)","(351.0, 1610.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/2.png,20161005_110958_Original.jpg,"(248, 1624)","(321.0, 1616.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/2.png,20161005_110958_Original.jpg,"(238, 1642)","(291.0, 1633.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/3.png,20161005_110958_Original.jpg,"(230, 1608)","(296.0, 1601.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/3.png,20161005_110958_Original.jpg,"(193, 1452)","(254.0, 1449.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/3.png,20161005_111011_Original.jpg,"(709, 1483)","(989.0, 1444.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/3.png,20161005_111011_Original.jpg,"(542, 1441)","(781.0, 1415.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/4.png,20161005_111011_Original.jpg,"(535, 1612)","(745.0, 1592.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/4.png,20161005_111011_Original.jpg,"(373, 1647)","(510.0, 1617.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/4.png,20161005_111011_Original.jpg,"(294, 1568)","(389.0, 1551.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/4.png,20161005_111011_Original.jpg,"(264, 1568)","(366.0, 1556.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/5.png,20161005_111011_Original.jpg,"(226, 1612)","(296.0, 1604.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/5.png,20161005_111011_Original.jpg,"(221, 1650)","(267.0, 1642.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/5.png,20161005_111011_Original.jpg,"(246, 1650)","(316.0, 1637.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/5.png,20161005_111011_Original.jpg,"(207, 1365)","(261.0, 1366.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/6.png,20161005_111011_Original.jpg,"(195, 1362)","(209.0, 1356.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/6.png,20161005_111011_Original.jpg,"(183, 1346)","(231.0, 1341.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/6.png,20161005_111015_Original.jpg,"(237, 1591)","(316.0, 1581.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/6.png,20161005_111015_Original.jpg,"(218, 1621)","(257.0, 1614.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/7.png,20161005_111015_Original.jpg,"(251, 1624)","(325.0, 1615.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/7.png,20161005_111015_Original.jpg,"(271, 1633)","(352.0, 1627.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/7.png,20161005_111015_Original.jpg,"(249, 1659)","(325.0, 1650.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/7.png,20161005_111015_Original.jpg,"(256, 1564)","(340.0, 1556.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_28/8.png,20161005_111015_Original.jpg,"(410, 1512)","(590.0, 1501.0)",Estimation
