url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/0.png,20161001_192644_Original.jpg,"(642, 84)","(800.0, 147.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/0.png,20161001_192644_Original.jpg,"(567, 257)","(720.0, 304.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/0.png,20161001_192644_Original.jpg,"(493, 251)","(668.0, 286.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/0.png,20161001_192644_Original.jpg,"(564, 478)","(719.0, 533.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/1.png,20161001_192644_Original.jpg,"(526, 758)","(698.0, 757.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/1.png,20161001_192644_Original.jpg,"(403, 863)","(581.0, 865.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/1.png,20161001_192644_Original.jpg,"(529, 1200)","(691.0, 1175.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/1.png,20161001_192644_Original.jpg,"(511, 1257)","(721.0, 1251.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/2.png,20161001_192644_Original.jpg,"(212, 1096)","(397.0, 1087.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/2.png,20161001_192644_Original.jpg,"(221, 1006)","(400.0, 979.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/2.png,20161001_192644_Original.jpg,"(328, 579)","(485.0, 590.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/3.png,20161001_192644_Original.jpg,"(296, 481)","(466.0, 500.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/3.png,20161001_192644_Original.jpg,"(305, 409)","(471.0, 447.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/4.png,20161001_192644_Original.jpg,"(276, 320)","(352.0, 342.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/4.png,20161001_192644_Original.jpg,"(171, 214)","(334.0, 256.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/5.png,20161001_192649_Original.jpg,"(567, 336)","(739.0, 381.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/5.png,20161001_192649_Original.jpg,"(804, 1028)","(969.0, 1007.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/5.png,20161001_192649_Original.jpg,"(742, 1100)","(941.0, 1091.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/5.png,20161001_192649_Original.jpg,"(719, 1294)","(888.0, 1254.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/6.png,20161001_192649_Original.jpg,"(985, 1869)","(1185.0, 1801.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/6.png,20161001_192649_Original.jpg,"(520, 1259)","(694.0, 1221.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/6.png,20161001_192649_Original.jpg,"(520, 1212)","(681.0, 1186.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/6.png,20161001_192649_Original.jpg,"(179, 868)","(355.0, 888.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/7.png,20161001_192649_Original.jpg,"(266, 824)","(422.0, 828.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/7.png,20161001_192649_Original.jpg,"(281, 535)","(428.0, 550.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/7.png,20161001_192649_Original.jpg,"(264, 508)","(395.0, 524.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/7.png,20161001_192649_Original.jpg,"(264, 443)","(436.0, 464.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/8.png,20161001_192649_Original.jpg,"(301, 480)","(474.0, 506.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/8.png,20161001_192649_Original.jpg,"(301, 413)","(473.0, 432.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/8.png,20161001_192649_Original.jpg,"(510, 505)","(690.0, 543.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/8.png,20161001_192649_Original.jpg,"(689, 600)","(758.0, 643.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/9.png,20161001_192649_Original.jpg,"(7, 612)","(148.0, 616.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/9.png,20161001_192649_Original.jpg,"(2, 498)","(99.0, 512.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/9.png,20161001_192649_Original.jpg,"(35, 742)","(207.0, 748.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/9.png,20161001_192649_Original.jpg,"(17, 771)","(188.0, 790.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/10.png,20161001_192654_Original.jpg,"(625, 32)","(774.0, 98.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/10.png,20161001_192654_Original.jpg,"(863, 1232)","(1049.0, 1210.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/10.png,20161001_192654_Original.jpg,"(1033, 1321)","(1127.0, 1352.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/10.png,20161001_192654_Original.jpg,"(980, 1112)","(1134.0, 1089.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/11.png,20161001_192654_Original.jpg,"(644, 1918)","(844.0, 1858.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/11.png,20161001_192654_Original.jpg,"(679, 1891)","(854.0, 1824.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/11.png,20161001_192654_Original.jpg,"(513, 1267)","(720.0, 1250.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/11.png,20161001_192654_Original.jpg,"(513, 1194)","(694.0, 1172.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/12.png,20161001_192654_Original.jpg,"(284, 545)","(428.0, 549.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/12.png,20161001_192654_Original.jpg,"(259, 430)","(428.0, 468.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/12.png,20161001_192654_Original.jpg,"(299, 413)","(468.0, 435.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/13.png,20161001_192654_Original.jpg,"(299, 473)","(466.0, 501.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/13.png,20161001_192654_Original.jpg,"(77, 754)","(220.0, 773.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/13.png,20161001_192654_Original.jpg,"(10, 597)","(157.0, 617.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/13.png,20161001_192654_Original.jpg,"(2, 642)","(125.0, 658.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/14.png,20161001_192654_Original.jpg,"(2, 687)","(88.0, 682.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/14.png,20161001_192654_Original.jpg,"(5, 495)","(84.0, 511.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/14.png,20161001_192700_Original.jpg,"(605, 55)","(786.0, 107.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/14.png,20161001_192700_Original.jpg,"(664, 500)","(830.0, 531.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/15.png,20161001_192700_Original.jpg,"(642, 607)","(746.0, 589.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/15.png,20161001_192700_Original.jpg,"(495, 585)","(676.0, 616.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_20/15.png,20161001_192700_Original.jpg,"(523, 1194)","(690.0, 1169.0)",Valid
