url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/0.png,20161008_131646_Original.jpg,"(519, 269)","(697.0, 304.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/0.png,20161008_131646_Original.jpg,"(491, 291)","(646.0, 341.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/0.png,20161008_131646_Original.jpg,"(415, 352)","(510.0, 351.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/0.png,20161008_131646_Original.jpg,"(475, 1002)","(658.0, 997.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/1.png,20161008_131646_Original.jpg,"(441, 930)","(590.0, 934.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/1.png,20161008_131646_Original.jpg,"(75, 1138)","(199.0, 1131.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/1.png,20161008_131646_Original.jpg,"(86, 920)","(212.0, 912.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/1.png,20161008_131646_Original.jpg,"(208, 1716)","(369.0, 1684.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/2.png,20161008_131646_Original.jpg,"(258, 1734)","(409.0, 1688.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/2.png,20161008_131646_Original.jpg,"(260, 1796)","(400.0, 1755.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/2.png,20161008_131646_Original.jpg,"(349, 1884)","(453.0, 1829.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/2.png,20161008_131656_Original.jpg,"(98, 692)","(245.0, 700.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/3.png,20161008_131656_Original.jpg,"(142, 712)","(282.0, 716.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/3.png,20161008_131656_Original.jpg,"(110, 767)","(231.0, 770.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/3.png,20161008_131656_Original.jpg,"(88, 798)","(221.0, 803.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/3.png,20161008_131656_Original.jpg,"(212, 628)","(353.0, 639.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/4.png,20161008_131656_Original.jpg,"(205, 549)","(351.0, 570.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/4.png,20161008_131656_Original.jpg,"(303, 735)","(449.0, 752.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_42/4.png,20161008_131656_Original.jpg,"(248, 919)","(396.0, 925.0)",Valid
