url,source,head,feet,type
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/0.png,20161008_202437_Original.jpg,"(641, 331)","(733.0, 375.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/0.png,20161008_202437_Original.jpg,"(498, 40)","(561.0, 76.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/0.png,20161008_202437_Original.jpg,"(483, 57)","(546.0, 93.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/0.png,20161008_202437_Original.jpg,"(416, 69)","(522.0, 144.0)",Estimation
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/1.png,20161008_202437_Original.jpg,"(307, 79)","(410.0, 131.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/1.png,20161008_202437_Original.jpg,"(249, 870)","(349.0, 877.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/1.png,20161008_202437_Original.jpg,"(89, 41)","(237.0, 104.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/1.png,20161008_202437_Original.jpg,"(150, 372)","(261.0, 402.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/2.png,20161008_202437_Original.jpg,"(88, 411)","(201.0, 453.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/2.png,20161008_202437_Original.jpg,"(509, 1316)","(608.0, 1293.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/2.png,20161008_202437_Original.jpg,"(517, 1361)","(597.0, 1333.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/2.png,20161008_202437_Original.jpg,"(553, 1560)","(638.0, 1517.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/3.png,20161008_202437_Original.jpg,"(703, 1519)","(810.0, 1472.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/3.png,20161008_202437_Original.jpg,"(870, 1657)","(922.0, 1631.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/3.png,20161008_202437_Original.jpg,"(866, 1685)","(952.0, 1597.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/3.png,20161008_202437_Original.jpg,"(882, 1719)","(943.0, 1657.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/4.png,20161008_202437_Original.jpg,"(679, 1802)","(767.0, 1757.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/4.png,20161008_202437_Original.jpg,"(395, 2032)","(494.0, 1960.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/4.png,20161008_202437_Original.jpg,"(398, 1958)","(499.0, 1881.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/4.png,20161008_202437_Original.jpg,"(405, 1883)","(480.0, 1825.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/5.png,20161008_202437_Original.jpg,"(41, 1356)","(93.0, 1341.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/5.png,20161008_202437_Original.jpg,"(12, 1329)","(100.0, 1315.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/5.png,20161008_202437_Original.jpg,"(326, 1500)","(430.0, 1466.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/5.png,20161008_202437_Original.jpg,"(260, 2004)","(364.0, 1943.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/6.png,20161008_202437_Original.jpg,"(223, 1988)","(333.0, 1922.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/6.png,20161008_202437_Original.jpg,"(87, 1769)","(194.0, 1710.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/6.png,20161008_202437_Original.jpg,"(109, 1808)","(207.0, 1759.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/6.png,20161008_202437_Original.jpg,"(29, 1890)","(125.0, 1849.0)",Valid
https://city-uhk.s3-us-west-1.amazonaws.com/scene_55/7.png,20161008_202437_Original.jpg,"(64, 1926)","(163.0, 1870.0)",Valid
